menuId,usuarioId,fecha,alimentoId,nombreAlimento,cantidadGramos,tiempoComida,calorias,proteinas,carbohidratos,grasas
252,13,2025-02-02,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
252,13,2025-02-02,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
252,13,2025-02-02,13,Carne molida res 90%,150,Cena,264.0,39.0,0.0,12.0
252,13,2025-02-02,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
253,13,2025-02-04,3,Pan blanco,250,Desayuno,662.5,22.5,122.5,8.0
253,13,2025-02-04,33,Naranja,250,Desayuno,117.5,2.25,30.0,0.25
253,13,2025-02-04,1,Arroz blanco cocido,100,Almuerzo,130.0,2.7,28.2,0.3
253,13,2025-02-04,6,Pasta cocida,300,Almuerzo,474.0,17.4,93.0,2.7
253,13,2025-02-04,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
253,13,2025-02-04,41,Brócoli,100,Cena,34.0,2.8,6.6,0.4
253,13,2025-02-04,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
253,13,2025-02-04,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
254,13,2025-02-07,33,Naranja,200,Desayuno,94.0,1.8,24.0,0.2
254,13,2025-02-07,44,Tomate,300,Almuerzo,54.0,2.7,11.7,0.6
254,13,2025-02-07,1,Arroz blanco cocido,100,Almuerzo,130.0,2.7,28.2,0.3
254,13,2025-02-07,6,Pasta cocida,100,Cena,158.0,5.8,31.0,0.9
254,13,2025-02-07,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
255,13,2025-02-09,23,Yogur natural,150,Desayuno,88.5,15.0,5.4,0.6
255,13,2025-02-09,2,Arroz integral cocido,300,Almuerzo,336.0,7.8,70.5,2.7
255,13,2025-02-09,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
255,13,2025-02-09,41,Brócoli,300,Almuerzo,102.0,8.4,19.8,1.2
255,13,2025-02-09,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
255,13,2025-02-09,13,Carne molida res 90%,150,Cena,264.0,39.0,0.0,12.0
255,13,2025-02-09,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
256,13,2025-02-10,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
256,13,2025-02-10,6,Pasta cocida,200,Almuerzo,316.0,11.6,62.0,1.8
256,13,2025-02-10,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
256,13,2025-02-10,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
257,13,2025-02-12,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
257,13,2025-02-12,32,Banano,150,Desayuno,133.5,1.65,34.5,0.45
257,13,2025-02-12,1,Arroz blanco cocido,250,Almuerzo,325.0,6.75,70.5,0.75
257,13,2025-02-12,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
257,13,2025-02-12,6,Pasta cocida,300,Almuerzo,474.0,17.4,93.0,2.7
257,13,2025-02-12,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
258,13,2025-02-14,21,Leche entera,250,Desayuno,152.5,8.0,12.0,8.25
258,13,2025-02-14,4,Pan integral,200,Desayuno,494.0,26.0,82.0,6.8
258,13,2025-02-14,41,Brócoli,200,Almuerzo,68.0,5.6,13.2,0.8
258,13,2025-02-14,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
258,13,2025-02-14,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
258,13,2025-02-14,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
259,13,2025-02-21,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
259,13,2025-02-21,15,Atún en agua,250,Almuerzo,290.0,65.0,0.0,2.5
259,13,2025-02-21,11,Pechuga de pollo,300,Almuerzo,495.0,93.0,0.0,10.8
259,13,2025-02-21,1,Arroz blanco cocido,100,Almuerzo,130.0,2.7,28.2,0.3
259,13,2025-02-21,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
260,13,2025-02-25,4,Pan integral,200,Desayuno,494.0,26.0,82.0,6.8
260,13,2025-02-25,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
260,13,2025-02-25,11,Pechuga de pollo,200,Almuerzo,330.0,62.0,0.0,7.2
260,13,2025-02-25,13,Carne molida res 90%,200,Almuerzo,352.0,52.0,0.0,16.0
260,13,2025-02-25,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
260,13,2025-02-25,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
261,13,2025-02-27,32,Banano,150,Desayuno,133.5,1.65,34.5,0.45
261,13,2025-02-27,4,Pan integral,250,Desayuno,617.5,32.5,102.5,8.5
261,13,2025-02-27,6,Pasta cocida,150,Almuerzo,237.0,8.7,46.5,1.35
261,13,2025-02-27,44,Tomate,250,Almuerzo,45.0,2.25,9.75,0.5
261,13,2025-02-27,2,Arroz integral cocido,150,Almuerzo,168.0,3.9,35.25,1.35
261,13,2025-02-27,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
261,13,2025-02-27,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
262,13,2025-03-01,5,Avena en hojuelas,150,Desayuno,583.5,25.5,99.0,10.5
262,13,2025-03-01,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
262,13,2025-03-01,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
262,13,2025-03-01,1,Arroz blanco cocido,100,Cena,130.0,2.7,28.2,0.3
263,13,2025-03-09,4,Pan integral,150,Desayuno,370.5,19.5,61.5,5.1
263,13,2025-03-09,21,Leche entera,100,Desayuno,61.0,3.2,4.8,3.3
263,13,2025-03-09,13,Carne molida res 90%,200,Almuerzo,352.0,52.0,0.0,16.0
263,13,2025-03-09,2,Arroz integral cocido,100,Almuerzo,112.0,2.6,23.5,0.9
263,13,2025-03-09,42,Espinaca,200,Almuerzo,46.0,5.8,7.2,0.8
263,13,2025-03-09,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
263,13,2025-03-09,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
263,13,2025-03-09,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
264,13,2025-03-11,33,Naranja,150,Desayuno,70.5,1.35,18.0,0.15
264,13,2025-03-11,15,Atún en agua,250,Almuerzo,290.0,65.0,0.0,2.5
264,13,2025-03-11,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
264,13,2025-03-11,42,Espinaca,150,Almuerzo,34.5,4.35,5.4,0.6
264,13,2025-03-11,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
264,13,2025-03-11,13,Carne molida res 90%,200,Cena,352.0,52.0,0.0,16.0
265,13,2025-03-17,4,Pan integral,150,Desayuno,370.5,19.5,61.5,5.1
265,13,2025-03-17,21,Leche entera,250,Desayuno,152.5,8.0,12.0,8.25
265,13,2025-03-17,15,Atún en agua,100,Almuerzo,116.0,26.0,0.0,1.0
265,13,2025-03-17,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
265,13,2025-03-17,6,Pasta cocida,100,Cena,158.0,5.8,31.0,0.9
265,13,2025-03-17,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
266,13,2025-03-25,21,Leche entera,250,Desayuno,152.5,8.0,12.0,8.25
266,13,2025-03-25,33,Naranja,150,Desayuno,70.5,1.35,18.0,0.15
266,13,2025-03-25,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
266,13,2025-03-25,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
266,13,2025-03-25,13,Carne molida res 90%,250,Almuerzo,440.0,65.0,0.0,20.0
266,13,2025-03-25,48,Aguacate,150,Cena,240.0,3.0,13.5,22.5
266,13,2025-03-25,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
266,13,2025-03-25,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
267,13,2025-03-27,33,Naranja,150,Desayuno,70.5,1.35,18.0,0.15
267,13,2025-03-27,19,Clara de huevo,200,Desayuno,104.0,22.0,1.4,0.4
267,13,2025-03-27,42,Espinaca,200,Almuerzo,46.0,5.8,7.2,0.8
267,13,2025-03-27,2,Arroz integral cocido,300,Almuerzo,336.0,7.8,70.5,2.7
267,13,2025-03-27,41,Brócoli,250,Almuerzo,85.0,7.0,16.5,1.0
267,13,2025-03-27,13,Carne molida res 90%,150,Cena,264.0,39.0,0.0,12.0
268,14,2025-01-01,4,Pan integral,150,Desayuno,370.5,19.5,61.5,5.1
268,14,2025-01-01,33,Naranja,250,Desayuno,117.5,2.25,30.0,0.25
268,14,2025-01-01,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
268,14,2025-01-01,42,Espinaca,150,Almuerzo,34.5,4.35,5.4,0.6
268,14,2025-01-01,15,Atún en agua,200,Almuerzo,232.0,52.0,0.0,2.0
268,14,2025-01-01,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
268,14,2025-01-01,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
269,14,2025-01-07,3,Pan blanco,200,Desayuno,530.0,18.0,98.0,6.4
269,14,2025-01-07,19,Clara de huevo,150,Desayuno,78.0,16.5,1.05,0.3
269,14,2025-01-07,15,Atún en agua,200,Almuerzo,232.0,52.0,0.0,2.0
269,14,2025-01-07,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
269,14,2025-01-07,13,Carne molida res 90%,150,Cena,264.0,39.0,0.0,12.0
270,14,2025-01-11,4,Pan integral,200,Desayuno,494.0,26.0,82.0,6.8
270,14,2025-01-11,32,Banano,250,Desayuno,222.5,2.75,57.5,0.75
270,14,2025-01-11,41,Brócoli,200,Almuerzo,68.0,5.6,13.2,0.8
270,14,2025-01-11,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
270,14,2025-01-11,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
270,14,2025-01-11,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
270,14,2025-01-11,48,Aguacate,150,Cena,240.0,3.0,13.5,22.5
270,14,2025-01-11,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
271,14,2025-01-14,5,Avena en hojuelas,100,Desayuno,389.0,17.0,66.0,7.0
271,14,2025-01-14,33,Naranja,250,Desayuno,117.5,2.25,30.0,0.25
271,14,2025-01-14,6,Pasta cocida,200,Almuerzo,316.0,11.6,62.0,1.8
271,14,2025-01-14,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
271,14,2025-01-14,13,Carne molida res 90%,200,Cena,352.0,52.0,0.0,16.0
271,14,2025-01-14,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
272,14,2025-01-23,21,Leche entera,200,Desayuno,122.0,6.4,9.6,6.6
272,14,2025-01-23,33,Naranja,250,Desayuno,117.5,2.25,30.0,0.25
272,14,2025-01-23,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
272,14,2025-01-23,16,Salmón,250,Almuerzo,520.0,50.0,0.0,32.5
272,14,2025-01-23,15,Atún en agua,200,Almuerzo,232.0,52.0,0.0,2.0
272,14,2025-01-23,42,Espinaca,200,Cena,46.0,5.8,7.2,0.8
272,14,2025-01-23,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
273,14,2025-01-24,19,Clara de huevo,200,Desayuno,104.0,22.0,1.4,0.4
273,14,2025-01-24,2,Arroz integral cocido,100,Almuerzo,112.0,2.6,23.5,0.9
273,14,2025-01-24,44,Tomate,100,Almuerzo,18.0,0.9,3.9,0.2
273,14,2025-01-24,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
273,14,2025-01-24,48,Aguacate,200,Cena,320.0,4.0,18.0,30.0
273,14,2025-01-24,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
273,14,2025-01-24,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
274,14,2025-01-25,21,Leche entera,150,Desayuno,91.5,4.8,7.2,4.95
274,14,2025-01-25,16,Salmón,150,Almuerzo,312.0,30.0,0.0,19.5
274,14,2025-01-25,41,Brócoli,250,Almuerzo,85.0,7.0,16.5,1.0
274,14,2025-01-25,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
274,14,2025-01-25,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
275,14,2025-02-01,21,Leche entera,100,Desayuno,61.0,3.2,4.8,3.3
275,14,2025-02-01,11,Pechuga de pollo,300,Almuerzo,495.0,93.0,0.0,10.8
275,14,2025-02-01,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
275,14,2025-02-01,6,Pasta cocida,250,Almuerzo,395.0,14.5,77.5,2.25
275,14,2025-02-01,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
275,14,2025-02-01,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
275,14,2025-02-01,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
276,14,2025-02-05,4,Pan integral,250,Desayuno,617.5,32.5,102.5,8.5
276,14,2025-02-05,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
276,14,2025-02-05,1,Arroz blanco cocido,200,Almuerzo,260.0,5.4,56.4,0.6
276,14,2025-02-05,15,Atún en agua,250,Almuerzo,290.0,65.0,0.0,2.5
276,14,2025-02-05,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
277,14,2025-02-10,33,Naranja,100,Desayuno,47.0,0.9,12.0,0.1
277,14,2025-02-10,21,Leche entera,250,Desayuno,152.5,8.0,12.0,8.25
277,14,2025-02-10,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
277,14,2025-02-10,42,Espinaca,100,Almuerzo,23.0,2.9,3.6,0.4
277,14,2025-02-10,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
278,14,2025-02-11,23,Yogur natural,150,Desayuno,88.5,15.0,5.4,0.6
278,14,2025-02-11,15,Atún en agua,250,Almuerzo,290.0,65.0,0.0,2.5
278,14,2025-02-11,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
278,14,2025-02-11,42,Espinaca,200,Cena,46.0,5.8,7.2,0.8
279,14,2025-02-12,19,Clara de huevo,150,Desayuno,78.0,16.5,1.05,0.3
279,14,2025-02-12,15,Atún en agua,250,Almuerzo,290.0,65.0,0.0,2.5
279,14,2025-02-12,44,Tomate,250,Almuerzo,45.0,2.25,9.75,0.5
279,14,2025-02-12,13,Carne molida res 90%,200,Cena,352.0,52.0,0.0,16.0
279,14,2025-02-12,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
280,14,2025-02-15,19,Clara de huevo,250,Desayuno,130.0,27.5,1.75,0.5
280,14,2025-02-15,2,Arroz integral cocido,300,Almuerzo,336.0,7.8,70.5,2.7
280,14,2025-02-15,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
280,14,2025-02-15,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
280,14,2025-02-15,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
281,14,2025-02-17,21,Leche entera,100,Desayuno,61.0,3.2,4.8,3.3
281,14,2025-02-17,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
281,14,2025-02-17,1,Arroz blanco cocido,150,Almuerzo,195.0,4.05,42.3,0.45
281,14,2025-02-17,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
282,14,2025-02-25,32,Banano,200,Desayuno,178.0,2.2,46.0,0.6
282,14,2025-02-25,31,Manzana,250,Desayuno,130.0,0.75,35.0,0.5
282,14,2025-02-25,13,Carne molida res 90%,250,Almuerzo,440.0,65.0,0.0,20.0
282,14,2025-02-25,42,Espinaca,200,Almuerzo,46.0,5.8,7.2,0.8
282,14,2025-02-25,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
282,14,2025-02-25,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
282,14,2025-02-25,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
283,14,2025-03-03,21,Leche entera,200,Desayuno,122.0,6.4,9.6,6.6
283,14,2025-03-03,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
283,14,2025-03-03,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
283,14,2025-03-03,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
283,14,2025-03-03,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
283,14,2025-03-03,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
284,14,2025-03-07,18,Huevo entero,150,Desayuno,232.5,19.5,1.65,16.5
284,14,2025-03-07,15,Atún en agua,250,Almuerzo,290.0,65.0,0.0,2.5
284,14,2025-03-07,6,Pasta cocida,100,Almuerzo,158.0,5.8,31.0,0.9
284,14,2025-03-07,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
284,14,2025-03-07,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
284,14,2025-03-07,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
284,14,2025-03-07,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
285,14,2025-03-13,21,Leche entera,200,Desayuno,122.0,6.4,9.6,6.6
285,14,2025-03-13,16,Salmón,300,Almuerzo,624.0,60.0,0.0,39.0
285,14,2025-03-13,1,Arroz blanco cocido,100,Almuerzo,130.0,2.7,28.2,0.3
285,14,2025-03-13,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
285,14,2025-03-13,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
286,14,2025-03-18,18,Huevo entero,150,Desayuno,232.5,19.5,1.65,16.5
286,14,2025-03-18,23,Yogur natural,250,Desayuno,147.5,25.0,9.0,1.0
286,14,2025-03-18,42,Espinaca,100,Almuerzo,23.0,2.9,3.6,0.4
286,14,2025-03-18,44,Tomate,100,Almuerzo,18.0,0.9,3.9,0.2
286,14,2025-03-18,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
286,14,2025-03-18,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
287,14,2025-03-23,3,Pan blanco,250,Desayuno,662.5,22.5,122.5,8.0
287,14,2025-03-23,19,Clara de huevo,200,Desayuno,104.0,22.0,1.4,0.4
287,14,2025-03-23,15,Atún en agua,100,Almuerzo,116.0,26.0,0.0,1.0
287,14,2025-03-23,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
287,14,2025-03-23,6,Pasta cocida,200,Almuerzo,316.0,11.6,62.0,1.8
287,14,2025-03-23,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
288,14,2025-03-26,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
288,14,2025-03-26,3,Pan blanco,200,Desayuno,530.0,18.0,98.0,6.4
288,14,2025-03-26,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
288,14,2025-03-26,16,Salmón,250,Almuerzo,520.0,50.0,0.0,32.5
288,14,2025-03-26,2,Arroz integral cocido,150,Almuerzo,168.0,3.9,35.25,1.35
288,14,2025-03-26,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
288,14,2025-03-26,1,Arroz blanco cocido,150,Cena,195.0,4.05,42.3,0.45
288,14,2025-03-26,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
289,14,2025-03-29,4,Pan integral,250,Desayuno,617.5,32.5,102.5,8.5
289,14,2025-03-29,21,Leche entera,100,Desayuno,61.0,3.2,4.8,3.3
289,14,2025-03-29,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
289,14,2025-03-29,42,Espinaca,150,Almuerzo,34.5,4.35,5.4,0.6
289,14,2025-03-29,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
289,14,2025-03-29,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
290,14,2025-03-31,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
290,14,2025-03-31,18,Huevo entero,200,Desayuno,310.0,26.0,2.2,22.0
290,14,2025-03-31,11,Pechuga de pollo,200,Almuerzo,330.0,62.0,0.0,7.2
290,14,2025-03-31,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
290,14,2025-03-31,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
290,14,2025-03-31,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
290,14,2025-03-31,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
290,14,2025-03-31,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
291,15,2025-01-02,33,Naranja,100,Desayuno,47.0,0.9,12.0,0.1
291,15,2025-01-02,23,Yogur natural,200,Desayuno,118.0,20.0,7.2,0.8
291,15,2025-01-02,6,Pasta cocida,100,Almuerzo,158.0,5.8,31.0,0.9
291,15,2025-01-02,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
291,15,2025-01-02,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
291,15,2025-01-02,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
292,15,2025-01-04,32,Banano,100,Desayuno,89.0,1.1,23.0,0.3
292,15,2025-01-04,5,Avena en hojuelas,100,Desayuno,389.0,17.0,66.0,7.0
292,15,2025-01-04,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
292,15,2025-01-04,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
292,15,2025-01-04,41,Brócoli,100,Almuerzo,34.0,2.8,6.6,0.4
292,15,2025-01-04,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
292,15,2025-01-04,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
293,15,2025-01-08,33,Naranja,200,Desayuno,94.0,1.8,24.0,0.2
293,15,2025-01-08,19,Clara de huevo,100,Desayuno,52.0,11.0,0.7,0.2
293,15,2025-01-08,11,Pechuga de pollo,300,Almuerzo,495.0,93.0,0.0,10.8
293,15,2025-01-08,2,Arroz integral cocido,300,Almuerzo,336.0,7.8,70.5,2.7
293,15,2025-01-08,42,Espinaca,300,Almuerzo,69.0,8.7,10.8,1.2
293,15,2025-01-08,1,Arroz blanco cocido,100,Cena,130.0,2.7,28.2,0.3
293,15,2025-01-08,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
293,15,2025-01-08,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
294,15,2025-01-12,4,Pan integral,150,Desayuno,370.5,19.5,61.5,5.1
294,15,2025-01-12,31,Manzana,150,Desayuno,78.0,0.45,21.0,0.3
294,15,2025-01-12,1,Arroz blanco cocido,100,Almuerzo,130.0,2.7,28.2,0.3
294,15,2025-01-12,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
294,15,2025-01-12,16,Salmón,150,Almuerzo,312.0,30.0,0.0,19.5
294,15,2025-01-12,1,Arroz blanco cocido,100,Cena,130.0,2.7,28.2,0.3
294,15,2025-01-12,6,Pasta cocida,100,Cena,158.0,5.8,31.0,0.9
294,15,2025-01-12,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
295,15,2025-01-14,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
295,15,2025-01-14,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
295,15,2025-01-14,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
295,15,2025-01-14,13,Carne molida res 90%,200,Almuerzo,352.0,52.0,0.0,16.0
295,15,2025-01-14,6,Pasta cocida,100,Cena,158.0,5.8,31.0,0.9
296,15,2025-01-15,21,Leche entera,150,Desayuno,91.5,4.8,7.2,4.95
296,15,2025-01-15,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
296,15,2025-01-15,44,Tomate,100,Almuerzo,18.0,0.9,3.9,0.2
296,15,2025-01-15,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
297,15,2025-01-17,21,Leche entera,150,Desayuno,91.5,4.8,7.2,4.95
297,15,2025-01-17,31,Manzana,150,Desayuno,78.0,0.45,21.0,0.3
297,15,2025-01-17,2,Arroz integral cocido,250,Almuerzo,280.0,6.5,58.75,2.25
297,15,2025-01-17,1,Arroz blanco cocido,200,Almuerzo,260.0,5.4,56.4,0.6
297,15,2025-01-17,41,Brócoli,200,Almuerzo,68.0,5.6,13.2,0.8
297,15,2025-01-17,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
297,15,2025-01-17,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
298,15,2025-01-25,18,Huevo entero,150,Desayuno,232.5,19.5,1.65,16.5
298,15,2025-01-25,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
298,15,2025-01-25,16,Salmón,150,Almuerzo,312.0,30.0,0.0,19.5
298,15,2025-01-25,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
298,15,2025-01-25,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
298,15,2025-01-25,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
298,15,2025-01-25,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
299,15,2025-01-31,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
299,15,2025-01-31,23,Yogur natural,150,Desayuno,88.5,15.0,5.4,0.6
299,15,2025-01-31,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
299,15,2025-01-31,42,Espinaca,100,Almuerzo,23.0,2.9,3.6,0.4
299,15,2025-01-31,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
299,15,2025-01-31,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
299,15,2025-01-31,1,Arroz blanco cocido,150,Cena,195.0,4.05,42.3,0.45
299,15,2025-01-31,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
300,15,2025-02-05,23,Yogur natural,200,Desayuno,118.0,20.0,7.2,0.8
300,15,2025-02-05,21,Leche entera,250,Desayuno,152.5,8.0,12.0,8.25
300,15,2025-02-05,15,Atún en agua,200,Almuerzo,232.0,52.0,0.0,2.0
300,15,2025-02-05,41,Brócoli,200,Almuerzo,68.0,5.6,13.2,0.8
300,15,2025-02-05,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
300,15,2025-02-05,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
300,15,2025-02-05,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
301,15,2025-02-06,18,Huevo entero,150,Desayuno,232.5,19.5,1.65,16.5
301,15,2025-02-06,1,Arroz blanco cocido,250,Almuerzo,325.0,6.75,70.5,0.75
301,15,2025-02-06,44,Tomate,300,Almuerzo,54.0,2.7,11.7,0.6
301,15,2025-02-06,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
301,15,2025-02-06,1,Arroz blanco cocido,150,Cena,195.0,4.05,42.3,0.45
301,15,2025-02-06,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
302,15,2025-02-07,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
302,15,2025-02-07,6,Pasta cocida,250,Almuerzo,395.0,14.5,77.5,2.25
302,15,2025-02-07,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
302,15,2025-02-07,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
302,15,2025-02-07,13,Carne molida res 90%,200,Cena,352.0,52.0,0.0,16.0
